Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
ITA #WeAreCollegeTennis,https://wearecollegetennis.com/,,NC,College / University,pickleball; tennis; padel,Indoor,,,Alexis,Raines,Manager,,,alexis@wearecollegetennis.com,alexis.raines@wearecollegetennis.com,alexisraines@wearecollegetennis.com,araines@wearecollegetennis.com,a.raines@wearecollegetennis.com,alexisr@wearecollegetennis.com,wearecollegetennis.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://wearecollegetennis.com/ | https://wearecollegetennis.com/ita/ita-membership/ | https://wearecollegetennis.com/ita/ | https://wearecollegetennis.com/ita/ita-staff-directory/ | https://wearecollegetennis.com/ita/ita-membership/coach-membership/ | https://wearecollegetennis.com/ita/ita-membership/player-membership/ | https://wearecollegetennis.com/ita/ita-membership/conference-membership/,Playwright,https://wearecollegetennis.com,https://wearecollegetennis.com/,
J&K General,https://www.jkgc-us.com/,Raeford,NC,Unknown,basketball,Indoor,,,,,,,info@jkgc-us.com,,,,,,,jkgc-us.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.jkgc-us.com/ | https://www.jkgc-us.com/about-1 | https://www.jkgc-us.com/contact-5 | https://www.jkgc-us.com/services-4,Playwright,https://jkgc-us.com,https://www.jkgc-us.com/,
Jacksonville Indoo 1,https://www.jaxindoor.com/,Jacksonville,NC,School,pickleball; basketball; futsal,Indoor,1,"vide own balls and racquets. Book Now Starts at $140 2 hours Book a Party Rental includes 1 court and 6 tables with 24 chairs. Play soccer, dodgeball, or kickball. Book Now Stress-Free In",,,,jacksonvilleindoor@gmail.com,,,,,,,,jaxindoor.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.jaxindoor.com/ | https://www.jaxindoor.com/party-rentals | https://www.jaxindoor.com/jirc-courts | https://www.jaxindoor.com/contact | https://www.jaxindoor.com/jfa-training,Playwright,https://jaxindoor.com,https://www.jaxindoor.com/,
Jacksonville Paintball Park,https://www.jacksonvillepaintballpark.com/,Jacksonville,NC,Unknown,pickleball,Indoor,,,,,,,admin@jacksonvillepaintballpark.com,,,,,,,jacksonvillepaintballpark.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.jacksonvillepaintballpark.com/ | https://www.jacksonvillepaintballpark.com/membership-gift-certificate/ | https://www.jacksonvillepaintballpark.com/membership-gift-certificate/fundraisers/ | https://www.jacksonvillepaintballpark.com/privacy-policy/about-us/,Playwright,https://jacksonvillepaintballpark.com,https://www.jacksonvillepaintballpark.com/,
JBS Football Club,https://jbsfc.org/,Chapel Hill,NC,College / University,futsal,Indoor,,,,,,,,,,,,,,jbsfc.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://jbsfc.org/ | https://jbsfc.org/about-us/ | https://jbsfc.org/about-us/our-facility/ | https://jbsfc.org/about-us/contact-us/ | https://jbsfc.org/coaches/coach/ | https://jbsfc.org/programs/ | https://jbsfc.org/programs/indoor-soccer-footsal/,Playwright,https://jbsfc.org,https://jbsfc.org/,
"John D. Fuller, Sr. Recreational/Athletic Complex",https://jdfrac.com/,Fayetteville,NC,School,basketball,Indoor,,,,,,,,,,,,,,jdfrac.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://jdfrac.com/ | https://jdfrac.com/contact-us/,Playwright,https://jdfrac.com,https://jdfrac.com/,
Johnson & Wales University Charlotte,https://charlotte.jwuathletics.com/,Charlotte,NC,College / University,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,charlotte.jwuathletics.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://charlotte.jwuathletics.com/ | https://charlotte.jwuathletics.com/staff-directory | https://charlotte.jwuathletics.com/sports/2025/1/15/athletics-department-mission-and-philosophy-statements.aspx | https://charlotte.jwuathletics.com/sports/2023/5/8/information-facilities-index.aspx | https://charlotte.jwuathletics.com/sports/2023/5/8/information-department-of-athletics-dlrosters.aspx | https://charlotte.jwuathletics.com/sports/2023/5/8/information-department-of-athletics-visitorsguide.aspx | https://charlotte.jwuathletics.com/staff-directory/alicia-dorgan/123,Playwright,https://charlotte.jwuathletics.com,https://charlotte.jwuathletics.com/,
Jumpin Around LLC - Party Rental and Bounce House Rental,https://jumpinaroundllc.com/,Marion,NC,Unknown,basketball,Indoor,,,,,,jumpinaroundllc@gmail.com,,,,,,,,jumpinaroundllc.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://jumpinaroundllc.com/ | https://jumpinaroundllc.com/rentals/ | https://jumpinaroundllc.com/rentals/bounce-houses/ | https://jumpinaroundllc.com/rentals/combos/ | https://jumpinaroundllc.com/rentals/water-rides/ | https://jumpinaroundllc.com/rentals/slip-n-slide/ | https://jumpinaroundllc.com/rentals/obstacle-courses/,Playwright,https://jumpinaroundllc.com,https://jumpinaroundllc.com/,
Kenneth E. Harrell Gymnasium - Bethesda Ruritan Club,https://bethesdaruritanclub.com/,Durham,NC,Health Club,basketball; volleyball,Indoor,,,,,,,,,,,,,,bethesdaruritanclub.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bethesdaruritanclub.com/ | https://bethesdaruritanclub.com/contact.html | https://bethesdaruritanclub.com/rentals.html,Playwright,https://bethesdaruritanclub.com,https://bethesdaruritanclub.com/,
Kids Out and About Research Triangle,https://rt.kidsoutandabout.com/,Raleigh,NC,Unknown,tennis; basketball; volleyball; badminton,Indoor,3,"nd About Research Triangle Our 75000 square foot building houses two indoor soccer field, 3 basketball courts, 4 volleyball courts, 5 badminton courts, birthday party rooms and a ... Our 75,000 squar",,,,ross@kidsoutandabout.com,,,,,,,,kidsoutandabout.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://rt.kidsoutandabout.com/ | https://rt.kidsoutandabout.com/content/how-list-your-organization-kidsoutandaboutcom-or-beyondthenestcom | https://rt.kidsoutandabout.com/localadvertising | https://rt.kidsoutandabout.com/content/annual-memberships-and-season-passes-research-triangle-attractions | https://rt.kidsoutandabout.com/content/preschool-day-care-and-toddler-programs-and-around-research-triangle | https://rt.kidsoutandabout.com/content/kidsoutandaboutcom-video-sneak-peek-private-school-experiences-raleigh-durham-chapel-hill | https://rt.kidsoutandabout.com/content/kidsoutandaboutcoms-guide-north-american-family-vacations,Playwright,https://rt.kidsoutandabout.com,https://rt.kidsoutandabout.com/,
Lake Norman Publications -,https://www.lakenormanpublications.com/front-page/,Huntersville,NC,School,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,lakenormanpublications.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.lakenormanpublications.com/front-page/ | https://www.lakenormanpublications.com/about-us/ | https://www.lakenormanpublications.com/contact-us/ | https://www.lakenormanpublications.com/business-directory/ | https://www.lakenormanpublications.com/articles/plp-senior-in-leadership-role-with-boys-nation/ | https://www.lakenormanpublications.com/articles/post-66-seeks-veterans-interested-in-american-legion-membership/ | https://www.lakenormanpublications.com/articles/local-schools-recognized-for-holistic-athletics-success/,Playwright,https://lakenormanpublications.com,https://www.lakenormanpublications.com/front-page/,
"Lakeshore Church ~ Denver, NC",https://www.lakeshorepca.org/,Denver,NC,Unknown,pickleball; basketball,Indoor,,,,,,,office@lakeshorepca.org,,,,,,,lakeshorepca.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://www.lakeshorepca.org/ | https://www.lakeshorepca.org/contact-church-denver.html,Playwright,https://lakeshorepca.org,https://www.lakeshorepca.org/,
Landmark Builders,https://www.landmarkbuilders.com/,Winston-Salem,NC,Unknown,pickleball; basketball; volleyball,Indoor,12,"Builders RISE Indoor Sports - Landmark Builders With eight regulation basketball courts, 12 volleyball courts, two turf fields, pickleball courts, a performance training center, and a fitness/cardio",Taylor,Williams,Owner,,info@landmarkbuilders.com,taylor@landmarkbuilders.com,taylor.williams@landmarkbuilders.com,taylorwilliams@landmarkbuilders.com,twilliams@landmarkbuilders.com,t.williams@landmarkbuilders.com,taylorw@landmarkbuilders.com,landmarkbuilders.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.landmarkbuilders.com/ | https://www.landmarkbuilders.com/about-landmark-builders/ | https://www.landmarkbuilders.com/contact/,Playwright,https://landmarkbuilders.com,https://www.landmarkbuilders.com/,
Lexington City Schools,https://www.lexcs.org/,Lexington,NC,School,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,lexcs.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.lexcs.org/ | https://www.lexcs.org/page/about-us | https://www.lexcs.org/page/who-to-call | https://www.lexcs.org/page/facilities-and-maintenance | https://www.lexcs.org/page/new-employee-assistance-program | https://www.lexcs.org/o/lshs/page/lcs-athletics,Playwright,https://lexcs.org,https://www.lexcs.org/,
Life in Brunswick County,https://lifeinbrunswickcounty.com/,Leland,NC,College / University,pickleball; tennis,Indoor,,,,,,thenbm@gmail.com,,,,,,,,lifeinbrunswickcounty.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://lifeinbrunswickcounty.com/ | https://lifeinbrunswickcounty.com/something-to-crow-about-2/,Playwright,https://lifeinbrunswickcounty.com,https://lifeinbrunswickcounty.com/,
Lifestyle Fitness and Tennis,https://lifestylefandt.com/,Mayodan,NC,Racquet / Tennis Club,pickleball; tennis,Indoor,6,"ate-of-the-art cardio equipment and weight room, and indoor tennis and pickleball courts. 6 Courts of Pickleball Play! Join us at Lifestyle Fitness and Tennis in Madison, North Carolina, w",,,,,,,,,,,,lifestylefandt.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://lifestylefandt.com/ | https://lifestylefandt.com/about-us/ | https://lifestylefandt.com/membership/ | https://lifestylefandt.com/contact-us/,Playwright,https://lifestylefandt.com,https://lifestylefandt.com/,
Loris Recreation,https://loris.recdesk.com/Community/Home,Whiteville,NC,Unknown,basketball,Indoor,4,n Facilities Search Facilities Facility Type Filter by FacilityType All 14 Baseball Field 4 Basketball Court 2 Concession Stand 7 Football Field 1 Gymnasium 1 Loris High School 5 Parks 1 Recreation,,,,,,,,,,,,loris.recdesk.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://loris.recdesk.com/Community/Home | https://loris.recdesk.com/Community/Program | https://loris.recdesk.com/Community/Membership | https://loris.recdesk.com/Community/Facility,Playwright,https://loris.recdesk.com,https://loris.recdesk.com/Community/Home,
MaxPreps.com,https://www.maxpreps.com/,,NC,School,tennis; basketball; volleyball; badminton,Indoor,,,,,,,support@maxpreps.com,,,,,,,maxpreps.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://www.maxpreps.com/,Playwright,https://maxpreps.com,https://www.maxpreps.com/,
MCCS HQ,https://www.usmc-mccs.org/,,NC,Unknown,basketball; racquetball,Indoor,,,,,,,,,,,,,,usmc-mccs.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.usmc-mccs.org/ | https://www.usmc-mccs.org/about/hq-information | https://www.usmc-mccs.org/about/local-area-information | https://www.usmc-mccs.org/about/graduation-information | https://www.usmc-mccs.org/about/marine-for-life-cycle | https://www.usmc-mccs.org/about/resources | https://www.usmc-mccs.org/about/frequently-asked-questions,Playwright,https://usmc-mccs.org,https://www.usmc-mccs.org/,
Metcon Buildings & Infrastructure,https://metconus.com/,Raleigh,NC,Unknown,basketball,Indoor,,,Aaron,Thomas,President,athomas@metconus.com,,,,,,,,metconus.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://metconus.com/ | https://metconus.com/about/ | https://metconus.com/leadership/ | https://metconus.com/about-us-2/ | https://metconus.com/services-2/ | https://metconus.com/contact-us/ | https://metconus.com/careers/,Playwright,https://metconus.com,https://metconus.com/,
Methodist University Athletics,https://mumonarchs.com/,Fayetteville,NC,College / University,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,mumonarchs.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://mumonarchs.com/ | https://mumonarchs.com/staff-directory | https://mumonarchs.com/sports/2024/1/9/methodist-athletics-hall-of-fame.aspx | https://mumonarchs.com/facilities | https://mumonarchs.com/news/2026/7/29/general-methodist-announces-athletics-hall-of-fame-class-of-2026.aspx,Playwright,https://mumonarchs.com,https://mumonarchs.com/,
Michael Graves,https://michaelgraves.com/,Charlotte,NC,College / University,tennis; basketball,Indoor,,,,,,,info@michaelgraves.com,,,,,,,michaelgraves.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://michaelgraves.com/ | https://michaelgraves.com/about-us/ | https://michaelgraves.com/center-of-theological-inquiry-meet-the-architects/ | https://michaelgraves.com/contact/,Playwright,https://michaelgraves.com,https://michaelgraves.com/,
Mountain View Pickleball,https://mountainviewpb.com/,Hickory,NC,Pickleball Club,pickleball,Indoor,,,,,,,info@mountainviewpb.com,,,,,,,mountainviewpb.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://mountainviewpb.com/,Playwright,https://mountainviewpb.com,https://mountainviewpb.com/,
Mysite-1,https://www.pelicantennisgroup.com/,,NC,Unknown,pickleball; tennis,Indoor,,,Tom,Daglis,President,tom.daglis@gmail.com,,,,,,,,pelicantennisgroup.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.pelicantennisgroup.com/ | https://www.pelicantennisgroup.com/about | https://www.pelicantennisgroup.com/about-1 | https://www.pelicantennisgroup.com/contact,Playwright,https://pelicantennisgroup.com,https://www.pelicantennisgroup.com/,
National Junior Pickleball,https://nationaljuniorpickleball.com/,Raleigh,NC,Pickleball Club,pickleball,Indoor,,,,,,,info@nationaljuniorpickleball.com,,,,,,,nationaljuniorpickleball.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://nationaljuniorpickleball.com/ | https://nationaljuniorpickleball.com/njp-camp/ | https://nationaljuniorpickleball.com/about-us/ | https://nationaljuniorpickleball.com/what-were-about/ | https://nationaljuniorpickleball.com/who-we-are/ | https://nationaljuniorpickleball.com/contact/,Playwright,https://nationaljuniorpickleball.com,https://nationaljuniorpickleball.com/,
Nationwide Party & Event Entertainment Rentals,https://www.thunderdomeracing.com/,Norwood,NC,Unknown,basketball,Indoor,,,,,,,,,,,,,,thunderdomeracing.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thunderdomeracing.com/ | https://www.thunderdomeracing.com/about.html | https://www.thunderdomeracing.com/about/faq.html | https://www.thunderdomeracing.com/contact-us.html | https://www.thunderdomeracing.com/attractions/arcade-games.html,Playwright,https://thunderdomeracing.com,https://www.thunderdomeracing.com/,
NC Rush Central,https://www.ncrushcentral.com/,Chapel Hill,NC,College / University,futsal,Indoor,,,Nick,Bushell,Executive Director,,info@ncrushcentral.com,nick@ncrushcentral.com,nick.bushell@ncrushcentral.com,nickbushell@ncrushcentral.com,nbushell@ncrushcentral.com,n.bushell@ncrushcentral.com,nickb@ncrushcentral.com,ncrushcentral.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.ncrushcentral.com/ | https://www.ncrushcentral.com/college-advisory-program | https://www.ncrushcentral.com/contact,Playwright,https://ncrushcentral.com,https://www.ncrushcentral.com/,
NCHSAA,https://www.nchsaa.org/,Chapel Hill,NC,School,tennis; basketball; volleyball,Indoor,,,Mark,Garrett,President,,info@nchsaa.org,mark@nchsaa.org,mark.garrett@nchsaa.org,markgarrett@nchsaa.org,mgarrett@nchsaa.org,m.garrett@nchsaa.org,markg@nchsaa.org,nchsaa.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.nchsaa.org/ | https://www.nchsaa.org/about-nchsaa/ | https://www.nchsaa.org/about/financial-information/ | https://www.nchsaa.org/about/board-directors/ | https://www.nchsaa.org/contact-us/ | https://www.nchsaa.org/about/employment-and-internship-opportunities/,Playwright,https://nchsaa.org,https://www.nchsaa.org/,
ncpowerandsandvbc,https://www.ncpowersandvbc.org/,Greensboro,NC,Private Club,volleyball,Indoor,,,Mike,Register,President,,,mike@ncpowersandvbc.org,mike.register@ncpowersandvbc.org,mikeregister@ncpowersandvbc.org,mregister@ncpowersandvbc.org,m.register@ncpowersandvbc.org,miker@ncpowersandvbc.org,ncpowersandvbc.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.ncpowersandvbc.org/ | https://www.ncpowersandvbc.org/about-1 | https://www.ncpowersandvbc.org/about-5-1 | https://www.ncpowersandvbc.org/about-5 | https://www.ncpowersandvbc.org/about-5/team-4 | https://www.ncpowersandvbc.org/contact-1,Playwright,https://ncpowersandvbc.org,https://www.ncpowersandvbc.org/,
NetSports,https://netsports.lucky-three-seven.com/,Morrisville,NC,Indoor Sports Complex,pickleball; basketball; volleyball; futsal,Indoor,,,,,,,,,,,,,,netsports.lucky-three-seven.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://netsports.lucky-three-seven.com/ | https://netsports.lucky-three-seven.com/about,Playwright,https://netsports.lucky-three-seven.com,https://netsports.lucky-three-seven.com/,
Neuse River Futbol Alliance,https://neuseriverfa.org/,Archer Lodge,NC,School,futsal,Indoor,,,,,,,admin@neuseriverfa.org,,,,,,,neuseriverfa.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://neuseriverfa.org/ | https://neuseriverfa.org/club/vision-values | https://neuseriverfa.org/club/board-and-staff | https://neuseriverfa.org/club/contact-us | https://neuseriverfa.org/club/programs | https://neuseriverfa.org/club/wpsl-league,Playwright,https://neuseriverfa.org,https://neuseriverfa.org/,
NJCAA Region 10,https://region10sports.com/landing/index,Charlotte,NC,College / University,tennis; basketball; volleyball,Indoor,,,,,,region10sports@gmail.com,,,,,,,,region10sports.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://region10sports.com/landing/index | https://region10sports.com/information/directory/index,Playwright,https://region10sports.com,https://region10sports.com/landing/index,
NORTH CAROLINA SPORTS CLUB,https://northcarolinasportsclub.com/,,NC,Private Club,pickleball; volleyball; badminton,Indoor,,,,,,northcarolinasportsclub@gmail.com,,,,,,,,northcarolinasportsclub.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://northcarolinasportsclub.com/ | https://northcarolinasportsclub.com/about | https://northcarolinasportsclub.com/contact-us,Playwright,https://northcarolinasportsclub.com,https://northcarolinasportsclub.com/,
North Carolina Wesleyan University,https://ncwu.edu/,Rocky Mount,NC,College / University,tennis; basketball; volleyball; squash,Indoor,2,"th Carolina Wesleyan ... Indoor Sports & Education Facility | North Carolina Wesleyan ... Two squash courts and a sports performance area complete the 48,000-square-foot facility allowing for vario",Evan,Duff,President,eduff@ncwu.edu,,,,,,,,ncwu.edu,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. Paid access signals present (membership/rental/program).,https://ncwu.edu/ | https://ncwu.edu/about/campus-map/ | https://ncwu.edu/about/directory/ | https://ncwu.edu/faculty-staff-resources/ | https://ncwu.edu/athletics/ | https://ncwu.edu/about/institutional-effectiveness/student-outcomes/ | https://ncwu.edu/about/,Playwright,https://ncwu.edu,https://ncwu.edu/,
Norwalk Hour,https://www.thehour.com/,,NC,Unknown,tennis; basketball,Indoor,,,,,,,,,,,,,,thehour.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thehour.com/ | https://www.thehour.com/contact/ | https://www.thehour.com/weather/article/connecticut-solar-eclipse-today-time-how-to-watch-22384763.php | https://www.thehour.com/gametimect/article/ct-law-ciac-athlete-eligibility-rules-high-school-22359658.php | https://www.thehour.com/sports/uconn-womens-basketball/article/carl-adamec-uconn-legacy-geno-auriemma-22384250.php | https://www.thehour.com/opinion/article/iran-war-strait-business-22380719.php | https://www.thehour.com/entertainment/article/what-to-stream-michael-travis-barker-22379026.php,Playwright,https://thehour.com,https://www.thehour.com/,
NRcolumbus.com,https://www.nrcolumbus.com/,Whiteville,NC,College / University,volleyball,Indoor,,,Rachel,Smith,Director of Operations,justinsmith@nrcolumbus.com,info@nrcolumbus.com,,,,,,,nrcolumbus.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.nrcolumbus.com/ | https://www.nrcolumbus.com/site/about.html | https://www.nrcolumbus.com/site/contact.html | https://www.nrcolumbus.com/special_sections/2026-business-card-directory/page_69980b18-f276-5353-8201-eed6fcf430db.html | https://www.nrcolumbus.com/home-auto-directory/pdf_33197d9a-22b0-11ef-a820-1369f4361e3a.html | https://www.nrcolumbus.com/publications/real_estate_directory/real-estate-directory/pdf_578dad66-045a-11ed-ba26-33199a490837.html,Playwright,https://nrcolumbus.com,https://www.nrcolumbus.com/,
Open Durham,https://www.opendurham.org/,Durham,NC,Unknown,racquetball,Indoor,,,,,,,,,,,,,,opendurham.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.opendurham.org/ | https://www.opendurham.org/about-open-durham | https://www.opendurham.org/buildings/805-hermitage-court-drive-arnold-reade-house | https://www.opendurham.org/tours/2026-annual-home-tour-hope-valley-centennial | https://www.opendurham.org/comment/22477,Playwright,https://opendurham.org,https://www.opendurham.org/,
Own Touch,https://www.owntouchclt.com/,Charlotte,NC,School,futsal,Indoor,,,,,,,info@owntouchclt.com,,,,,,,owntouchclt.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.owntouchclt.com/ | https://www.owntouchclt.com/about-us/ | https://www.owntouchclt.com/programs/ | https://www.owntouchclt.com/mentee-program/ | https://www.owntouchclt.com/trainee-program/ | https://www.owntouchclt.com/pro-collegiate-training/ | https://www.owntouchclt.com/prospect-training-program/,Playwright,https://owntouchclt.com,https://www.owntouchclt.com/,
"Partnership for Children of Cumberland County, Inc.",https://ccpfc.org/,Fayetteville,NC,School,basketball,Indoor,,,,,,,,,,,,,,ccpfc.org,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ccpfc.org/ | https://ccpfc.org/about-pfc/ | https://ccpfc.org/contact-us/ | https://ccpfc.org/families/car-seat-safety-program/ | https://ccpfc.org/business-directory/ | https://ccpfc.org/child-care-professionals/starting-an-early-childhood-program/ | https://ccpfc.org/about-pfc/community-connections/,Playwright,https://ccpfc.org,https://ccpfc.org/,
Pat's Pickleball,https://patspickleballnc.com/,Southport,NC,Pickleball Club,pickleball,Indoor,4,"Pat's Pickleball. Coming soon. Edit with Pat's Pickleball — Coming Soon to Southport, NC 4 indoor pickleball courts coming to Southport, NC. Open 7 days a week with membership and training options. Join th",,,,,,,,,,,,patspickleballnc.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://patspickleballnc.com/,Playwright,https://patspickleballnc.com,https://patspickleballnc.com/,
Peak Sports,https://www.peaksports.club/,Morrisville,NC,Private Club,pickleball; tennis; badminton,Indoor,,,,,,info-morrisville@peaksports.club,,,,,,,,peaksports.club,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.peaksports.club/ | https://www.peaksports.club/about-4 | https://www.peaksports.club/badminton-membership,Playwright,https://peaksports.club,https://www.peaksports.club/,
Pendulum,https://www.pendulumkc.com/,Gastonia,NC,College / University,basketball,Indoor,,,,,,,info@pendulumkc.com,,,,,,,pendulumkc.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.pendulumkc.com/ | https://www.pendulumkc.com/about-our-firm | https://www.pendulumkc.com/contact | https://www.pendulumkc.com/sports-facilities | https://www.pendulumkc.com/jonathan-oneil-cole | https://www.pendulumkc.com/founders-park-usc-columbia-sc,Playwright,https://pendulumkc.com,https://www.pendulumkc.com/,
Pickles and Play | Indoor Pickleball,https://picklesandplay.com/,Wake Forest,NC,Pickleball Club,pickleball,Indoor,,,,,,,info@picklesandplay.com,,,,,,,picklesandplay.com,Confirmed Indoor,Indoor court language found on site. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://picklesandplay.com/ | https://picklesandplay.com/membership-comparison | https://picklesandplay.com/membership-levels-comparison | https://picklesandplay.com/about-us/ | https://picklesandplay.com/meet-the-pros/ | https://picklesandplay.com/contact/,Playwright,https://picklesandplay.com,https://picklesandplay.com/,
