Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
REFUGE LOS BANOS,https://www.refugegyms.com/,Los Banos,CA,Unknown,pickleball; basketball; volleyball,Indoor,,,,,,,,,,,,,,refugegyms.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.refugegyms.com/ | https://www.refugegyms.com/facility | https://www.refugegyms.com/facility/batting-cages | https://www.refugegyms.com/facility/indoor-field | https://www.refugegyms.com/facility/bball-vball-court | https://www.refugegyms.com/facility/pro-shop | https://www.refugegyms.com/facility/gallary,Playwright,https://refugegyms.com,https://www.refugegyms.com/,
Residence Hall Recreation Center - Chico - LocalWiki,https://localwiki.org/,Oakland,CA,Unknown,tennis; basketball; squash; racquetball,Indoor,,,,,,,contact@localwiki.org,,,,,,,localwiki.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://localwiki.org/ | https://localwiki.org/about/ | https://localwiki.org/main/What_can_I_write_about%3F,Playwright,https://localwiki.org,https://localwiki.org/,
Ridge Racquet Club - Grass Valley (CA) - usa.beautihost.com,https://usa.beautihost.com/,Vallejo,CA,School,squash,Indoor,,,,,,,admin@beautihost.com,,,,,,,beautihost.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://usa.beautihost.com/,Playwright,https://usa.beautihost.com,https://usa.beautihost.com/,
Rise Volleyball,https://risevolleyball.com/,Ventura,CA,Private Club,volleyball,Indoor,,,,,,,,,,,,,,risevolleyball.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://risevolleyball.com/ | https://risevolleyball.com/about-us/contact-us/ | https://risevolleyball.com/about-us/ | https://risevolleyball.com/about-us/why-rise/ | https://risevolleyball.com/about-us/offerings/ | https://risevolleyball.com/about-us/where-we-play/ | https://risevolleyball.com/about-us/staff/,Playwright,https://risevolleyball.com,https://risevolleyball.com/,
"River Valley (Yuba City, CA) High School Sports - MaxPreps",https://www.maxpreps.com/,Chatsworth,CA,School,tennis; basketball; volleyball; badminton,Indoor,,,,,,,support@maxpreps.com,,,,,,,maxpreps.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://www.maxpreps.com/ | https://www.maxpreps.com/news/0ZNdTZAQtkCHDvYnglp8Sg/high-school-volleyball-sophee-peterson-headlines-top-10-senior-setters-heading-into-2026-season.htm,Playwright,https://maxpreps.com,https://www.maxpreps.com/,
Riverside Racquet Club,https://riverside.clubwebdemo.com/,Riverside,CA,Racquet / Tennis Club,pickleball; tennis,Indoor,6,"ing Deck & Lounge View Details Riverside West Annex 5678 West Avenue, Riverside, CA 92502 6 Indoor Courts Climate Controlled Junior Training Center View Details Why Choose Riverside Excellence in",,,,,membership@riversideracquet.com,,,,,,,riversideracquet.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://riverside.clubwebdemo.com/ | https://riverside.clubwebdemo.com/programs | https://riverside.clubwebdemo.com/schedule | https://riverside.clubwebdemo.com/open-court-scheduler | https://riverside.clubwebdemo.com/contact | https://riverside.clubwebdemo.com/memberships | https://riverside.clubwebdemo.com/programs/adult-beginner,Playwright,https://riverside.clubwebdemo.com,https://riverside.clubwebdemo.com/,
Robert Livermore Aquatic Center - LARPD,https://www.larpd.org/,Livermore,CA,Unknown,pickleball; basketball; volleyball,Indoor,,,,,,,info@larpd.org,,,,,,,larpd.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.larpd.org/ | https://www.larpd.org/contact-us | https://www.larpd.org/about-us | https://www.larpd.org/administration | https://www.larpd.org/leadership-team | https://www.larpd.org/about-special-districts | https://www.larpd.org/facilities-committee,Playwright,https://larpd.org,https://www.larpd.org/,
Sacramento Events 2026-2027,https://sacramento-ca.events/,Sacramento,CA,Private Club,tennis; basketball; volleyball,Indoor,,,,,,americanarenas@gmail.com,,,,,,,,sacramento-ca.events,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://sacramento-ca.events/ | https://sacramento-ca.events/about/ | https://sacramento-ca.events/contact-us/,Playwright,https://sacramento-ca.events,https://sacramento-ca.events/,
Sacramento State,https://hornetsports.com/,Sacramento,CA,School,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,hornetsports.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://hornetsports.com/ | https://hornetsports.com/staff-directory | https://hornetsports.com/sports/2023/2/21/athletics-communications.aspx | https://hornetsports.com/facilities | https://hornetsports.com/news/2026/7/30/mens-soccer-mcdougall-completes-coaching-staff-with-centeno-hire.aspx | https://hornetsports.com/news/2026/7/21/womens-basketball-womens-basketball-completes-coaching-staff-with-addition-of-teaunsha-robinson.aspx | https://app.inflcr.com/exchange/sacramento-state,Playwright,https://hornetsports.com,https://hornetsports.com/,
Sacramento Tennis Community,https://tennissacramento.com/,Sacramento,CA,Racquet / Tennis Club,tennis,Indoor,1,"Sacramento - Adagio Apts. 2800 Grasslands Dr., Sacramento CA 95833 5 Matches Played Here 1 Courts Sacramento - Arden Hills Country Club 1220 Arden Hills Lane , Sacramento CA 95864 11 Matc",,,,tennissacramento@gmail.com,,,,,,,,tennissacramento.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://tennissacramento.com/ | https://tennissacramento.com/thanks/partner_flow | https://tennissacramento.com/Sacramento-Tennis-Courts | https://tennissacramento.com/partner-program | https://tennissacramento.com/thanks/partner_flow.htm | https://tennissacramento.com/Sacramento-Tennis-Lessons | https://tennissacramento.com/info/contact-email,Playwright,https://tennissacramento.com,https://tennissacramento.com/,
Salas O,https://salasobrien.com/,Millbrae,CA,Unknown,tennis,Indoor,,,,,,,,,,,,,,salasobrien.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://salasobrien.com/ | https://salasobrien.com/contact/ | https://salasobrien.com/news/designing-federal-facilities-that-can-pivot-with-policy/ | https://salasobrien.com/projects/radiopharmaceutical-facility-fit-out/ | https://salasobrien.com/projects/greenfield-gene-therapy-manufacturing-facility/ | https://salasobrien.com/news/salas-obrien-strengthens-senior-leadership-across-core-markets/,Playwright,https://salasobrien.com,https://salasobrien.com/,
Salinas Regional Soccer Complex,https://salinassoccer.org/,Salinas,CA,Unknown,basketball,Indoor,,,JOHN,NARIGI,President,john.narigi@salinassoccer.org,,,,,,,,salinassoccer.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://salinassoccer.org/ | https://salinassoccer.org/about-us/ | https://salinassoccer.org/contact-us/ | https://salinassoccer.org/facility/,Playwright,https://salinassoccer.org,https://salinassoccer.org/,
Samba Futsal Club,https://sambafutsalclub.com/,San Diego,CA,School,futsal,Indoor,,,Roberto,Velloso,President,,,roberto@sambafutsalclub.com,roberto.velloso@sambafutsalclub.com,robertovelloso@sambafutsalclub.com,rvelloso@sambafutsalclub.com,r.velloso@sambafutsalclub.com,robertov@sambafutsalclub.com,sambafutsalclub.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://sambafutsalclub.com/ | https://sambafutsalclub.com/about/ | https://sambafutsalclub.com/programs-pricing/ | https://sambafutsalclub.com/contact/,Playwright,https://sambafutsalclub.com,https://sambafutsalclub.com/,
San Diego,https://www.thehoophq.com/,San Diego,CA,School,basketball,Indoor,,,,,,,contact@thehoophq.com,,,,,,,thehoophq.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thehoophq.com/ | https://www.thehoophq.com/hooptots | https://www.thehoophq.com/membership | https://www.thehoophq.com/girlpower | https://www.thehoophq.com/rentals | https://www.thehoophq.com/plans-pricing,Playwright,https://thehoophq.com,https://www.thehoophq.com/,
San Francisco Events 2026-2027,https://san-francisco.events/,San Francisco,CA,Private Club,tennis; basketball; volleyball,Indoor,,,,,,americanarenas@gmail.com,,,,,,,,san-francisco.events,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://san-francisco.events/ | https://san-francisco.events/about/ | https://san-francisco.events/contact-us/,Playwright,https://san-francisco.events,https://san-francisco.events/,
San Francisco Vikings Youth Soccer Club,https://sfvikings.org/,San Francisco,CA,Private Club,basketball; futsal,Indoor,,,,,,lee@sfvikings.com,,,,,,,,sfvikings.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://sfvikings.org/ | https://sfvikings.org/club/about | https://sfvikings.org/club/program-schedules-fees | https://sfvikings.org/club/contact-us | https://sfvikings.org/club/staff-coaches | https://sfvikings.org/club/aboutmicro,Playwright,https://sfvikings.org,https://sfvikings.org/,
San Gabriel Elite - Volleyball Club - Volleyball Club,https://www.volleyballclubhub.com/,,CA,College / University,volleyball,Indoor,,,,,,,support@volleyballclubhub.com,,,,,,,volleyballclubhub.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.volleyballclubhub.com/ | https://www.volleyballclubhub.com/about/contact | https://www.volleyballclubhub.com/about | https://www.volleyballclubhub.com/blog/the-points-you-re-giving-away | https://www.volleyballclubhub.com/about/terms | https://www.volleyballclubhub.com/about/privacy,Playwright,https://volleyballclubhub.com,https://www.volleyballclubhub.com/,
San Jose California,https://www.sanjose.com/,San Jose,CA,Unknown,volleyball,Indoor,,,,,,,,,,,,,,sanjose.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.sanjose.com/ | https://www.sanjose.com/business-directory | https://www.sanjose.com/restaurants/business-directory | https://www.sanjose.com/spas-massage/business-directory | https://www.sanjose.com/health-clubs/business-directory | https://www.sanjose.com/clubs/business-directory | https://www.sanjose.com/music/business-directory,Playwright,https://sanjose.com,https://www.sanjose.com/,
"San Jose Indoor Sports Complex, San Jose, United States of ...",https://hopdays.com/en,,CA,Unknown,volleyball,Indoor,,,,,,,,,,,,,,hopdays.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://hopdays.com/en | https://hopdays.com/en/place/usa-arizona-flagstaff/grand-canyon-national-park-flagstaff-united-states-of-america-poi-689afba3d480e9bab4617ad2,Playwright,https://hopdays.com,https://hopdays.com/en,
Sand Santa Cruz,https://sandsantacruz.com/,Santa Cruz,CA,School,volleyball,Indoor,,,,,,sandsantacruzvbc@gmail.com,,,,,,,,sandsantacruz.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://sandsantacruz.com/ | https://sandsantacruz.com/about/ | https://sandsantacruz.com/contact/,Playwright,https://sandsantacruz.com,https://sandsantacruz.com/,
Santa ...,https://www.inplay.org/,,CA,School,tennis; basketball; volleyball; futsal,Indoor,1,"useful multi sports “climate controlled"" recreation facility on the Peninsula. *2 Fields-1 Basketball Court-9 Volleyball Courts-3 Beach Volleyball Courts* **Why Build It?** You know the term, “If y",Rod,Hsiao,CEO,,,rod@inplay.org,rod.hsiao@inplay.org,rodhsiao@inplay.org,rhsiao@inplay.org,r.hsiao@inplay.org,rodh@inplay.org,inplay.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: mention. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.inplay.org/ | https://www.inplay.org/wf/about | https://www.inplay.org/wf/contact,Playwright,https://inplay.org,https://www.inplay.org/,
Santa Barbara County 211,https://211santabarbaracounty.org/,,CA,Unknown,basketball; volleyball,Indoor,,,,,,,,,,,,,,211santabarbaracounty.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://211santabarbaracounty.org/ | https://211santabarbaracounty.org/about-211-santa-barbara,Playwright,https://211santabarbaracounty.org,https://211santabarbaracounty.org/,
Santa Barbara Volleyball Club,https://santabarbaravolleyballclub.com/,Santa Barbara,CA,College / University,volleyball,Indoor,,,Matt,Riley,Executive Director,,,matt@santabarbaravolleyballclub.com,matt.riley@santabarbaravolleyballclub.com,mattriley@santabarbaravolleyballclub.com,mriley@santabarbaravolleyballclub.com,m.riley@santabarbaravolleyballclub.com,mattr@santabarbaravolleyballclub.com,santabarbaravolleyballclub.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://santabarbaravolleyballclub.com/ | https://santabarbaravolleyballclub.com/about-us/ | https://santabarbaravolleyballclub.com/leadership/ | https://santabarbaravolleyballclub.com/facility/ | https://santabarbaravolleyballclub.com/about-lava/ | https://santabarbaravolleyballclub.com/contact-us/ | https://santabarbaravolleyballclub.com/non-travel/,Playwright,https://santabarbaravolleyballclub.com,https://santabarbaravolleyballclub.com/,
Santa Barbara Volleyball Club to Construct New Youth ... - Edhat,https://www.edhat.com/,Santa Barbara,CA,Unknown,pickleball; volleyball,Indoor,11,"branded as Dill Dinkers Chico at 424 Otterson Drive, Chico, California 95928. It features 11 indoor pickleball courts, leagues, tournaments, private lessons, yearlong climate‑controlled play, and much more.",,,,,info@edhat.com,,,,,,,edhat.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.edhat.com/ | https://www.edhat.com/about-edhat/ | https://www.edhat.com/about-edhat/advertise-on-edhat/ | https://www.edhat.com/contact-us/ | https://www.edhat.com/author/edhat-staff/ | https://www.edhat.com/about-edhat/terms-of-service/ | https://www.edhat.com/about-edhat/edhats-privacy-policy/,Playwright,https://edhat.com,https://www.edhat.com/,
Santa Clara Adult Education,https://www.santaclaraadulted.org/,Santa Clara,CA,School,pickleball,Indoor,,,,,,,,,,,,,,santaclaraadulted.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.santaclaraadulted.org/ | https://www.santaclaraadulted.org/staff/ | https://www.santaclaraadulted.org/contact-us/ | https://www.santaclaraadulted.org/adult-programs/ | https://www.santaclaraadulted.org/adult-education-designated-subjects-teaching-credential/,Playwright,https://santaclaraadulted.org,https://www.santaclaraadulted.org/,
Santa Clara Basketball Court,https://santaclaraballcourt.com/,Santa Clara,CA,Unknown,basketball,Indoor,,,,,,scballcourt@gmail.com,,,,,,,,santaclaraballcourt.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://santaclaraballcourt.com/,Playwright,https://santaclaraballcourt.com,https://santaclaraballcourt.com/,
Santa Clara University,https://www.scu.edu/,Santa Clara,CA,College / University,tennis; volleyball,Indoor,,,,,,,,,,,,,,scu.edu,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.scu.edu/ | https://www.scu.edu/faculty-and-staff/ | https://www.scu.edu/aboutscu/ | https://www.scu.edu/athletics/ | https://www.scu.edu/phonebook/,Playwright,https://scu.edu,https://www.scu.edu/,
Santa Clarita Athletic Club,https://www.santaclaritaathleticclub.com/,Newhall,CA,Athletic Center,basketball; racquetball,Indoor,,,,,,,info@santaclaritaathleticclub.com,,,,,,,santaclaritaathleticclub.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.santaclaritaathleticclub.com/ | https://www.santaclaritaathleticclub.com/about-us/ | https://www.santaclaritaathleticclub.com/facilities/,Playwright,https://santaclaritaathleticclub.com,https://www.santaclaritaathleticclub.com/,
Santa Monica College,https://smccorsairs.com/landing/index,Pico Blvdsanta Monica,CA,College / University,tennis; basketball; volleyball,Indoor,3,"tennis courts or metered street ... (Capacity 1,200 spectators) The floor can accommodate 3 basketball courts or 3 volleyball courts for practices. Parking: Monday-Friday AM: Parking is located at ..",,,,,,,,,,,,smccorsairs.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://smccorsairs.com/landing/index | https://smccorsairs.com/information/facilities/Athletic_Facilities_Quick | https://smccorsairs.com/information/Contact_Your_Coach | https://smccorsairs.com/navbar-information | https://smccorsairs.com/information/directory/index | https://www.smccorsairs.com/information/aboutsmc?view=bio | https://smccorsairs.com/design/Facilities,Playwright,https://smccorsairs.com,https://smccorsairs.com/landing/index,
Santa Monica Sports Acadamey All sports and Fitness Camp,https://santamonicasportsacademy.com/,,CA,School,basketball,Indoor,,,,,,santamonicasportsacademy@gmail.com,,,,,,,,santamonicasportsacademy.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://santamonicasportsacademy.com/ | https://santamonicasportsacademy.com/contact-us,Playwright,https://santamonicasportsacademy.com,https://santamonicasportsacademy.com/,
Saturday Evening Futsal,https://www.endalgo.com/,Long Beach,CA,Indoor Sports Complex,basketball; futsal,Indoor,,,,,,help@endalgo.com,,,,,,,,endalgo.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.endalgo.com/ | https://www.endalgo.com/contact-us,Playwright,https://endalgo.com,https://www.endalgo.com/,
SC Fitness,https://www.sc-fitness.org/,Sacramento,CA,College / University,pickleball; basketball; volleyball; futsal,Indoor,3,View Memberships View All Programs Years in Business 15+ Years in Business Indoor Courts 3 Indoor Courts Athletes Trained 1000+ Athletes Trained Starting Membership $26 Starting Membership “SC F,,,,sportcourtsfitness@gmail.com,,,,,,,,sc-fitness.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.sc-fitness.org/ | https://www.sc-fitness.org/courts | https://www.sc-fitness.org/memberships | https://www.sc-fitness.org/contact | https://www.sc-fitness.org/train,Playwright,https://sc-fitness.org,https://www.sc-fitness.org/,
SC Legends VBC,https://www.sclegendsvbc.com/,Chatsworth,CA,College / University,basketball; volleyball; badminton,Indoor,,,,,,,admin@sclegendsvbc.com,,,,,,,sclegendsvbc.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.sclegendsvbc.com/ | https://www.sclegendsvbc.com/about-us.html | https://www.sclegendsvbc.com/staff.html,Playwright,https://sclegendsvbc.com,https://www.sclegendsvbc.com/,
Scripps College,https://www.scrippscollege.edu/,Claremont,CA,College / University,tennis,Indoor,,,,,,,,,,,,,,scrippscollege.edu,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.scrippscollege.edu/ | https://www.scrippscollege.edu/about/ | https://www.scrippscollege.edu/about/glance | https://www.scrippscollege.edu/about/glance/financial-reports | https://www.scrippscollege.edu/about/history | https://www.scrippscollege.edu/about/college-timeline | https://www.scrippscollege.edu/about/glance/traditions,Playwright,https://scrippscollege.edu,https://www.scrippscollege.edu/,
SF Elite Volleyball Club,https://sfelitevbc.com/,South San Francisco,CA,College / University,volleyball,Indoor,,,,,,andy@elitesportscenters.com,info@sfelitevbc.com,,,,,,,elitesportscenters.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://sfelitevbc.com/ | https://sfelitevbc.com/who-we-are/ | https://sfelitevbc.com/our-facility/ | https://sfelitevbc.com/girls-program/ | https://sfelitevbc.com/girls-program/girls-tryouts/ | https://sfelitevbc.com/girls-program/open-gyms/,Playwright,https://sfelitevbc.com,https://sfelitevbc.com/,
SF Sport Club,https://sfsportclub.com/,San Francisco,CA,Private Club,tennis; volleyball; badminton,Indoor,,,,,,,info@sfsportclub.com,,,,,,,sfsportclub.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://sfsportclub.com/ | https://sfsportclub.com/membership | https://sfsportclub.com/about | https://sfsportclub.com/contact | https://sfsportclub.com/rpmc/ | https://sfsportclub.com/sports,Playwright,https://sfsportclub.com,https://sfsportclub.com/,
Shadelands Sportsmall,https://shadelandssportsmall.com/,Walnut Creek,CA,Fieldhouse,basketball; volleyball,Indoor,,,,,,,,,,,,,,shadelandssportsmall.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://shadelandssportsmall.com/,Playwright,https://shadelandssportsmall.com,https://shadelandssportsmall.com/,
Shannon Pohl Badminton Academy,https://www.shannonpohl.com/,,CA,Fieldhouse,badminton,Indoor,1,ends only) 10:00 am (weekends only) 5:30 pm 6:30 pm 7:30 pm 8:30 pm * Field Label We have 1 court available for advanced rental during open gym times to allow plenty of court availability,,,,badminton@shannonpohl.com,,,,,,,,shannonpohl.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.shannonpohl.com/ | https://www.shannonpohl.com/contact-shannon-pohl/ | https://www.shannonpohl.com/about/ | https://www.shannonpohl.com/membership-forms/ | https://www.shannonpohl.com/badminton-court-reservations/ | https://www.shannonpohl.com/annual-2026-memberships-now-available/,Playwright,https://shannonpohl.com,https://www.shannonpohl.com/,
Shorebreak BVC,https://www.shorebreakbvc.com/,Reedley,CA,College / University,basketball; volleyball,Indoor,,,,,,shorebreakbvc@gmail.com,,,,,,,,shorebreakbvc.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.shorebreakbvc.com/ | https://www.shorebreakbvc.com/theathlete,Playwright,https://shorebreakbvc.com,https://www.shorebreakbvc.com/,
Shoreline Sports Fountain Valley,https://shorelinesportsfv.org/,Fountain Valley,CA,School,basketball; volleyball; futsal,Indoor,,,,,,,,,,,,,,shorelinesportsfv.org,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://shorelinesportsfv.org/ | https://shorelinesportsfv.org/about-us/ | https://shorelinesportsfv.org/about-us/meet-our-staff/ | https://shorelinesportsfv.org/about-us/contact-us/ | https://shorelinesportsfv.org/preschool-programs/ | https://shorelinesportsfv.org/k12-programs/ | https://shorelinesportsfv.org/k12-programs/basketball-leagues/,Playwright,https://shorelinesportsfv.org,https://shorelinesportsfv.org/,
Sideout Courts,https://www.sideoutcourts.com/,San Clemente,CA,Pickleball Club,pickleball,Indoor,,,Jason,Clement,CEO,,courts@gmail.com,jason@sideoutcourts.com,jason.clement@sideoutcourts.com,jasonclement@sideoutcourts.com,jclement@sideoutcourts.com,j.clement@sideoutcourts.com,jasonc@sideoutcourts.com,sideoutcourts.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.sideoutcourts.com/,Playwright,https://sideoutcourts.com,https://www.sideoutcourts.com/,
Simply Skin Esthetics,https://simplyskinwc.com/,Walnut Creek,CA,Unknown,tennis,Indoor,3,"arge open grass area, two playground areas, a picnic area and a barbecue area, as well as three tennis courts with lights.Picnic tables in the gazebo, meadow and tennis courts are available upon rese",,,,simplyskinesthetics@gmail.com,info@simplyskinwc.com,,,,,,,simplyskinwc.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://simplyskinwc.com/ | https://simplyskinwc.com/about/ | https://simplyskinwc.com/contact/ | https://simplyskinwc.com/all-about-walnut-creek-california/ | https://simplyskinwc.com/what-you-should-know-about-walnut-creek-californias-government/ | https://simplyskinwc.com/facials-everything-about-facials-that-you-should-know/ | https://simplyskinwc.com/spray-tanning-facts/,Playwright,https://simplyskinwc.com,https://simplyskinwc.com/,
SJSU Athletics - Official Athletics Website - San Jose State Spartans,https://sjsuspartans.com/,San Jose,CA,Unknown,tennis; basketball; volleyball,Indoor,,,Dr.,Teniente-Matson,President,,,dr@sjsuspartans.com,dr.tenientematson@sjsuspartans.com,drtenientematson@sjsuspartans.com,dtenientematson@sjsuspartans.com,d.tenientematson@sjsuspartans.com,drt@sjsuspartans.com,sjsuspartans.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://sjsuspartans.com/ | https://sjsuspartans.com/sammy-spartan-rental | https://sjsuspartans.com/staff-directory | https://sjsuspartans.com/facilities/cefcu-stadium | https://sjsuspartans.com/facilities | https://sjsuspartans.com/news/2026/07/10/sjsu-director-of-athletics-jeff-konya-named-di-womens-basketball-committee-chair-for-2027-28,Playwright,https://sjsuspartans.com,https://sjsuspartans.com/,
Smash Dink Pickleball,https://www.smashdinkpickleball.com/,,CA,Pickleball Club,pickleball,Indoor,40,ses per month (for court reservations only) 10% off all events. 10 days advanced booking $40 court rentals apply to all other rentals after 3 free monthly hours. $125 PER MONTH Terms:​ Max,,,,,info@smashdinkpickleball.com,,,,,,,smashdinkpickleball.com,Confirmed Indoor,Indoor court language found on site. CA location evidence: phone. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.smashdinkpickleball.com/ | https://www.smashdinkpickleball.com/reserveacourt | https://www.smashdinkpickleball.com/meet-the-team-1-1-1,Playwright,https://smashdinkpickleball.com,https://www.smashdinkpickleball.com/,
